"Date","Time","Open","High","Low","Close","Up","Down"
04/16/2014,00:30,128.15625,128.18750,128.15625,128.18750,39,2
04/16/2014,01:00,128.15625,128.15625,128.12500,128.15625,4,62
04/16/2014,01:30,128.15625,128.15625,128.15625,128.15625,34,0
04/16/2014,02:00,128.12500,128.15625,128.06250,128.09375,17,534
04/16/2014,02:30,128.06250,128.12500,128.06250,128.12500,477,650
04/16/2014,03:00,128.12500,128.12500,128.03125,128.06250,1001,1142
04/16/2014,03:30,128.09375,128.12500,128.03125,128.03125,547,1677
04/16/2014,04:00,128.03125,128.15625,128.00000,128.06250,2425,2222
04/16/2014,04:30,128.09375,128.09375,128.03125,128.03125,363,736
04/16/2014,05:00,128.03125,128.03125,127.81250,127.84375,1973,5236
04/16/2014,05:30,127.81250,127.96875,127.81250,127.81250,2476,2525
04/16/2014,06:00,127.84375,127.87500,127.81250,127.84375,921,1483
04/16/2014,06:30,127.81250,127.96875,127.81250,127.96875,1430,584
04/16/2014,07:00,127.96875,127.96875,127.87500,127.93750,2902,937
04/16/2014,07:30,127.96875,127.96875,127.84375,127.93750,2401,2438
04/16/2014,08:00,127.90625,127.96875,127.87500,127.93750,1483,1999
04/16/2014,08:30,127.90625,127.96875,127.81250,127.87500,7360,7898
04/16/2014,09:00,127.90625,128.03125,127.87500,127.90625,11831,7035
04/16/2014,09:30,127.90625,128.00000,127.71875,127.81250,8551,9601
04/16/2014,10:00,127.81250,127.96875,127.78125,127.93750,9534,9444
04/16/2014,10:30,127.93750,127.93750,127.81250,127.84375,7641,6350
04/16/2014,11:00,127.84375,128.00000,127.84375,127.96875,12495,8381
04/16/2014,11:30,127.96875,128.12500,127.90625,128.06250,8880,6142
04/16/2014,12:00,128.06250,128.12500,128.03125,128.09375,5282,1450
04/16/2014,12:30,128.06250,128.15625,128.00000,128.03125,6448,5482
04/16/2014,13:00,128.03125,128.18750,127.93750,128.06250,13190,11303
04/16/2014,13:30,128.09375,128.21875,128.00000,128.12500,5382,10104
04/16/2014,14:00,128.12500,128.25000,128.09375,128.25000,6990,2703
04/16/2014,14:30,128.21875,128.34375,128.12500,128.31250,10236,6786
04/16/2014,15:00,128.31250,128.34375,128.18750,128.34375,5779,6484
04/16/2014,15:30,128.34375,128.34375,128.25000,128.31250,6262,4329
04/16/2014,16:00,128.31250,128.37500,128.28125,128.37500,3147,2437
04/16/2014,16:30,128.34375,128.43750,128.34375,128.37500,1581,3300
04/16/2014,17:00,128.37500,128.46875,128.34375,128.43750,3255,1891
04/16/2014,18:30,128.43750,128.43750,128.37500,128.40625,77,270
04/16/2014,19:00,128.40625,128.40625,128.34375,128.37500,127,620
04/16/2014,19:30,128.37500,128.40625,128.37500,128.40625,107,12
04/16/2014,20:00,128.40625,128.43750,128.37500,128.43750,239,44
04/16/2014,20:30,128.43750,128.53125,128.43750,128.46875,748,180
04/16/2014,21:00,128.50000,128.50000,128.46875,128.46875,64,373
04/16/2014,21:30,128.46875,128.50000,128.46875,128.50000,509,10
04/16/2014,22:00,128.50000,128.56250,128.46875,128.53125,612,280
04/16/2014,22:30,128.53125,128.53125,128.50000,128.53125,14,301
04/16/2014,23:00,128.53125,128.53125,128.50000,128.53125,247,6
04/16/2014,23:30,128.50000,128.53125,128.50000,128.53125,12,4
04/17/2014,00:00,128.50000,128.56250,128.50000,128.56250,952,96
04/17/2014,00:30,128.56250,128.59375,128.56250,128.56250,316,58
04/17/2014,01:00,128.59375,128.59375,128.56250,128.56250,147,175
04/17/2014,01:30,128.59375,128.59375,128.56250,128.56250,1,291
04/17/2014,02:00,128.56250,128.56250,128.53125,128.53125,5,150
04/17/2014,02:30,128.53125,128.56250,128.50000,128.50000,192,1600
04/17/2014,03:00,128.50000,128.53125,128.37500,128.40625,958,1374
04/17/2014,03:30,128.40625,128.40625,128.25000,128.37500,1392,3201
04/17/2014,04:00,128.37500,128.40625,128.34375,128.34375,754,1770
04/17/2014,04:30,128.34375,128.37500,128.31250,128.34375,414,1078
04/17/2014,05:00,128.34375,128.37500,128.31250,128.34375,337,526
04/17/2014,05:30,128.31250,128.37500,128.28125,128.37500,619,689
04/17/2014,06:00,128.34375,128.40625,128.34375,128.37500,1453,143
04/17/2014,06:30,128.40625,128.46875,128.37500,128.46875,1294,64
04/17/2014,07:00,128.43750,128.46875,128.43750,128.43750,788,1014
04/17/2014,07:30,128.43750,128.43750,128.34375,128.34375,306,1858
04/17/2014,08:00,128.34375,128.37500,128.21875,128.25000,3171,3196
04/17/2014,08:30,128.25000,128.31250,128.15625,128.18750,4876,6179
04/17/2014,09:00,128.18750,128.25000,128.03125,128.25000,14996,8541
04/17/2014,09:30,128.21875,128.43750,128.21875,128.40625,15863,12353
04/17/2014,10:00,128.40625,128.43750,128.25000,128.34375,14116,10503
04/17/2014,10:30,128.31250,128.31250,127.84375,127.87500,16701,28038
04/17/2014,11:00,127.87500,128.00000,127.84375,127.90625,13804,7145
04/17/2014,11:30,127.90625,127.93750,127.75000,127.78125,7568,6214
04/17/2014,12:00,127.75000,127.87500,127.71875,127.75000,3884,6146
04/17/2014,12:30,127.78125,127.78125,127.40625,127.43750,16025,21593
04/17/2014,13:00,127.43750,127.50000,127.25000,127.34375,17323,18024
04/17/2014,13:30,127.37500,127.40625,127.18750,127.25000,8266,12603
04/17/2014,14:00,127.25000,127.31250,127.18750,127.18750,4059,5332
04/17/2014,14:30,127.18750,127.18750,127.06250,127.12500,1450,3504
04/17/2014,15:00,127.12500,127.18750,127.06250,127.18750,2167,1128
04/17/2014,15:30,127.18750,127.21875,127.15625,127.15625,574,914
04/17/2014,16:00,127.18750,127.34375,127.15625,127.31250,1590,584
04/17/2014,16:30,127.31250,127.37500,127.28125,127.34375,751,302
04/17/2014,17:00,127.34375,127.43750,127.31250,127.37500,459,556
04/20/2014,18:30,127.34375,127.40625,127.31250,127.34375,178,203
04/20/2014,19:00,127.34375,127.37500,127.28125,127.31250,31,229
04/20/2014,19:30,127.34375,127.37500,127.34375,127.37500,74,1
04/20/2014,20:00,127.37500,127.37500,127.28125,127.31250,193,300
04/20/2014,20:30,127.31250,127.46875,127.31250,127.43750,621,192
04/20/2014,21:00,127.43750,127.50000,127.43750,127.43750,355,794
04/20/2014,21:30,127.43750,127.46875,127.43750,127.46875,248,152
04/20/2014,22:00,127.46875,127.50000,127.46875,127.50000,236,13
04/20/2014,22:30,127.50000,127.50000,127.46875,127.50000,247,9
04/20/2014,23:00,127.50000,127.53125,127.46875,127.53125,133,300
04/20/2014,23:30,127.50000,127.53125,127.46875,127.53125,258,71
04/21/2014,00:00,127.53125,127.56250,127.50000,127.56250,395,11
04/21/2014,00:30,127.56250,127.56250,127.50000,127.53125,445,188
04/21/2014,01:00,127.53125,127.56250,127.53125,127.56250,19,1
04/21/2014,01:30,127.56250,127.56250,127.53125,127.53125,39,91
04/21/2014,02:00,127.53125,127.53125,127.46875,127.50000,61,221
04/21/2014,02:30,127.50000,127.53125,127.46875,127.50000,158,94
04/21/2014,03:00,127.50000,127.50000,127.43750,127.43750,35,247
04/21/2014,03:30,127.50000,127.50000,127.46875,127.46875,14,174
04/21/2014,04:00,127.46875,127.46875,127.46875,127.46875,0,40
04/21/2014,04:30,127.43750,127.46875,127.43750,127.46875,55,107
04/21/2014,05:00,127.43750,127.46875,127.43750,127.43750,4,117
04/21/2014,05:30,127.43750,127.46875,127.43750,127.43750,57,140
04/21/2014,06:00,127.43750,127.46875,127.43750,127.43750,5,142
04/21/2014,06:30,127.43750,127.43750,127.37500,127.40625,251,526
04/21/2014,07:00,127.37500,127.40625,127.25000,127.25000,159,1010
04/21/2014,07:30,127.28125,127.28125,127.21875,127.25000,227,450
04/21/2014,08:00,127.25000,127.25000,127.09375,127.15625,3106,2566
04/21/2014,08:30,127.12500,127.37500,127.12500,127.37500,3903,2811
04/21/2014,09:00,127.34375,127.62500,127.34375,127.59375,9629,4323
04/21/2014,09:30,127.62500,127.62500,127.56250,127.59375,3556,3439
04/21/2014,10:00,127.62500,127.71875,127.59375,127.62500,8434,5237
04/21/2014,10:30,127.62500,127.71875,127.59375,127.68750,4285,6062
04/21/2014,11:00,127.68750,127.81250,127.68750,127.78125,7460,2509
04/21/2014,11:30,127.75000,127.78125,127.65625,127.68750,750,4861
04/21/2014,12:00,127.71875,127.75000,127.62500,127.68750,1412,2084
04/21/2014,12:30,127.68750,127.68750,127.62500,127.62500,752,1511
04/21/2014,13:00,127.62500,127.65625,127.56250,127.59375,1036,1495
04/21/2014,13:30,127.59375,127.59375,127.43750,127.46875,2883,5688
04/21/2014,14:00,127.46875,127.46875,127.40625,127.40625,612,2014
04/21/2014,14:30,127.40625,127.43750,127.34375,127.34375,1076,3609
04/21/2014,15:00,127.34375,127.37500,127.18750,127.18750,1619,5396
04/21/2014,15:30,127.21875,127.31250,127.18750,127.28125,3061,470
04/21/2014,16:00,127.28125,127.34375,127.28125,127.28125,1025,1305
04/21/2014,16:30,127.31250,127.34375,127.28125,127.34375,622,563
04/21/2014,17:00,127.34375,127.34375,127.25000,127.28125,1152,1371
04/21/2014,18:30,127.31250,127.34375,127.28125,127.31250,73,42
04/21/2014,19:00,127.31250,127.31250,127.28125,127.31250,26,202
04/21/2014,19:30,127.31250,127.31250,127.28125,127.28125,5,12
04/21/2014,20:00,127.31250,127.31250,127.25000,127.25000,63,282
04/21/2014,20:30,127.28125,127.28125,127.25000,127.28125,91,1
04/21/2014,21:00,127.31250,127.34375,127.31250,127.34375,167,0
04/21/2014,21:30,127.31250,127.40625,127.31250,127.34375,577,73
04/21/2014,22:00,127.37500,127.37500,127.34375,127.37500,299,3
04/21/2014,22:30,127.37500,127.40625,127.34375,127.34375,8,75
04/21/2014,23:00,127.37500,127.37500,127.34375,127.34375,12,3
04/21/2014,23:30,127.34375,127.34375,127.34375,127.34375,0,56
04/22/2014,00:00,127.34375,127.37500,127.34375,127.34375,6,94
04/22/2014,00:30,127.34375,127.34375,127.34375,127.34375,0,5
04/22/2014,01:00,127.34375,127.34375,127.34375,127.34375,0,74
04/22/2014,01:30,127.37500,127.40625,127.37500,127.40625,188,0
04/22/2014,02:00,127.40625,127.43750,127.40625,127.43750,366,58
04/22/2014,02:30,127.43750,127.53125,127.43750,127.53125,1219,37
04/22/2014,03:00,127.50000,127.53125,127.46875,127.53125,260,1246
04/22/2014,03:30,127.53125,127.56250,127.40625,127.43750,1353,1664
04/22/2014,04:00,127.43750,127.50000,127.40625,127.50000,601,33
04/22/2014,04:30,127.46875,127.46875,127.43750,127.46875,110,621
04/22/2014,05:00,127.43750,127.50000,127.43750,127.46875,341,402
04/22/2014,05:30,127.46875,127.50000,127.46875,127.46875,44,962
04/22/2014,06:00,127.46875,127.50000,127.46875,127.46875,61,559
04/22/2014,06:30,127.46875,127.50000,127.37500,127.43750,1152,934
04/22/2014,07:00,127.43750,127.43750,127.37500,127.40625,362,530
04/22/2014,07:30,127.40625,127.43750,127.34375,127.34375,1831,828
04/22/2014,08:00,127.34375,127.37500,127.21875,127.25000,4092,5020
04/22/2014,08:30,127.25000,127.31250,127.15625,127.28125,7038,9660
04/22/2014,09:00,127.28125,127.37500,127.28125,127.31250,6339,2777
04/22/2014,09:30,127.31250,127.31250,126.93750,127.00000,11978,15562
04/22/2014,10:00,127.00000,127.15625,126.96875,127.03125,7958,5626
04/22/2014,10:30,127.03125,127.15625,126.93750,127.03125,11747,11704
04/22/2014,11:00,127.00000,127.12500,126.90625,127.09375,7868,7362
04/22/2014,11:30,127.12500,127.12500,127.03125,127.06250,5921,5943
04/22/2014,12:00,127.06250,127.28125,127.00000,127.28125,5263,4953
04/22/2014,12:30,127.28125,127.40625,127.21875,127.37500,4741,5895
04/22/2014,13:00,127.37500,127.37500,127.25000,127.31250,2427,3942
04/22/2014,13:30,127.31250,127.46875,127.25000,127.31250,6711,5151
04/22/2014,14:00,127.34375,127.43750,127.31250,127.37500,4602,4104
04/22/2014,14:30,127.37500,127.46875,127.34375,127.46875,3382,3428
04/22/2014,15:00,127.46875,127.46875,127.34375,127.40625,3775,3898
04/22/2014,15:30,127.40625,127.56250,127.37500,127.53125,5278,3954
04/22/2014,16:00,127.53125,127.59375,127.43750,127.43750,3055,3581
04/22/2014,16:30,127.46875,127.56250,127.43750,127.56250,1946,477
04/22/2014,17:00,127.56250,127.65625,127.50000,127.56250,2445,1667
04/22/2014,18:30,127.56250,127.56250,127.53125,127.56250,93,64
04/22/2014,19:00,127.53125,127.56250,127.53125,127.56250,4,14
04/22/2014,19:30,127.56250,127.56250,127.53125,127.53125,26,4
04/22/2014,20:00,127.53125,127.56250,127.53125,127.56250,9,219
04/22/2014,20:30,127.53125,127.53125,127.50000,127.53125,45,166
04/22/2014,21:00,127.53125,127.59375,127.53125,127.56250,358,46
04/22/2014,21:30,127.56250,127.56250,127.56250,127.56250,0,241
04/22/2014,22:00,127.56250,127.68750,127.56250,127.68750,542,542
04/22/2014,22:30,127.68750,127.68750,127.62500,127.62500,60,489
04/22/2014,23:00,127.65625,127.68750,127.62500,127.65625,56,81
04/22/2014,23:30,127.68750,127.68750,127.65625,127.65625,17,57
04/23/2014,00:00,127.65625,127.68750,127.65625,127.65625,19,8
04/23/2014,00:30,127.68750,127.71875,127.68750,127.71875,418,25
04/23/2014,01:00,127.68750,127.75000,127.68750,127.75000,224,2
04/23/2014,01:30,127.71875,127.71875,127.68750,127.68750,13,238
04/23/2014,02:00,127.65625,127.68750,127.62500,127.65625,58,312
04/23/2014,02:30,127.65625,127.65625,127.59375,127.62500,814,800
04/23/2014,03:00,127.62500,127.65625,127.53125,127.53125,611,1533
04/23/2014,03:30,127.56250,127.62500,127.53125,127.62500,1186,1256
04/23/2014,04:00,127.59375,127.62500,127.46875,127.46875,708,1582
04/23/2014,04:30,127.46875,127.50000,127.40625,127.46875,2309,1504
04/23/2014,05:00,127.50000,127.53125,127.46875,127.50000,1599,296
04/23/2014,05:30,127.50000,127.62500,127.50000,127.59375,957,914
04/23/2014,06:00,127.59375,127.65625,127.56250,127.62500,2290,747
04/23/2014,06:30,127.62500,127.71875,127.62500,127.71875,2439,219
04/23/2014,07:00,127.68750,127.75000,127.62500,127.65625,1778,2548
04/23/2014,07:30,127.62500,127.71875,127.59375,127.68750,1768,1323
04/23/2014,08:00,127.68750,127.71875,127.62500,127.68750,1749,541
04/23/2014,08:30,127.68750,127.90625,127.65625,127.81250,5713,3954
04/23/2014,09:00,127.84375,127.90625,127.71875,127.75000,6015,5308
04/23/2014,09:30,127.75000,127.84375,127.62500,127.62500,7789,7730
04/23/2014,10:00,127.65625,127.75000,127.59375,127.62500,14759,4279
04/23/2014,10:30,127.65625,127.87500,127.65625,127.75000,10470,14282
04/23/2014,11:00,127.75000,127.84375,127.71875,127.75000,4969,5655
04/23/2014,11:30,127.75000,128.03125,127.71875,127.96875,18258,9342
04/23/2014,12:00,127.96875,128.00000,127.87500,127.87500,3396,6353
04/23/2014,12:30,127.90625,127.93750,127.87500,127.90625,3958,2854
04/23/2014,13:00,127.90625,127.93750,127.84375,127.93750,3169,1741
04/23/2014,13:30,127.93750,127.96875,127.71875,127.75000,6935,9447
04/23/2014,14:00,127.75000,127.90625,127.71875,127.90625,3738,4410
04/23/2014,14:30,127.90625,127.93750,127.81250,127.84375,4954,5657
04/23/2014,15:00,127.87500,127.96875,127.87500,127.93750,5246,4623
04/23/2014,15:30,127.93750,128.03125,127.93750,127.96875,2374,4533
04/23/2014,16:00,127.96875,128.00000,127.90625,127.96875,1760,968
04/23/2014,16:30,127.96875,128.00000,127.90625,127.93750,1067,1414
04/23/2014,17:00,127.96875,127.96875,127.78125,127.81250,1643,3390
04/23/2014,18:30,127.78125,127.78125,127.71875,127.75000,199,862
04/23/2014,19:00,127.75000,127.78125,127.71875,127.75000,246,219
04/23/2014,19:30,127.75000,127.78125,127.71875,127.78125,331,17
04/23/2014,20:00,127.78125,127.78125,127.75000,127.75000,44,321
04/23/2014,20:30,127.78125,127.78125,127.75000,127.75000,12,465
04/23/2014,21:00,127.75000,127.75000,127.71875,127.75000,219,16
04/23/2014,21:30,127.75000,127.78125,127.71875,127.75000,27,65
04/23/2014,22:00,127.75000,127.78125,127.75000,127.75000,296,34
04/23/2014,22:30,127.78125,127.81250,127.75000,127.78125,201,42
04/23/2014,23:00,127.78125,127.78125,127.75000,127.78125,19,6
04/23/2014,23:30,127.75000,127.78125,127.75000,127.78125,1,2
04/24/2014,00:00,127.75000,127.84375,127.75000,127.84375,413,170
04/24/2014,00:30,127.81250,127.84375,127.78125,127.81250,228,298
04/24/2014,01:00,127.81250,127.81250,127.81250,127.81250,57,0
04/24/2014,01:30,127.81250,127.81250,127.78125,127.78125,29,96
04/24/2014,02:00,127.78125,127.84375,127.75000,127.84375,224,160
04/24/2014,02:30,127.84375,127.87500,127.81250,127.84375,435,961
04/24/2014,03:00,127.81250,127.87500,127.78125,127.81250,298,534
04/24/2014,03:30,127.78125,127.84375,127.78125,127.78125,337,936
04/24/2014,04:00,127.78125,127.78125,127.71875,127.75000,223,1109
04/24/2014,04:30,127.75000,127.75000,127.62500,127.75000,1318,1867
04/24/2014,05:00,127.75000,127.78125,127.68750,127.75000,1176,845
04/24/2014,05:30,127.78125,127.81250,127.75000,127.78125,761,749
04/24/2014,06:00,127.78125,127.81250,127.78125,127.78125,596,738
04/24/2014,06:30,127.75000,127.75000,127.68750,127.71875,608,1027
04/24/2014,07:00,127.71875,127.71875,127.62500,127.65625,610,1723
04/24/2014,07:30,127.62500,127.71875,127.59375,127.71875,3845,1116
04/24/2014,08:00,127.68750,127.68750,127.59375,127.65625,2247,2416
04/24/2014,08:30,127.65625,127.68750,127.50000,127.53125,5555,7201
04/24/2014,09:00,127.53125,127.53125,127.21875,127.43750,18868,14749
04/24/2014,09:30,127.43750,127.59375,127.40625,127.46875,9487,11490
04/24/2014,10:00,127.50000,128.00000,127.46875,127.87500,25004,18171
04/24/2014,10:30,127.84375,127.96875,127.71875,127.75000,15443,14981
04/24/2014,11:00,127.71875,127.93750,127.68750,127.81250,9544,11183
04/24/2014,11:30,127.84375,127.90625,127.68750,127.68750,7025,11257
04/24/2014,12:00,127.68750,127.71875,127.59375,127.68750,5667,5767
04/24/2014,12:30,127.71875,127.75000,127.65625,127.75000,8223,1332
04/24/2014,13:00,127.75000,127.75000,127.59375,127.65625,4749,5740
04/24/2014,13:30,127.65625,127.90625,127.62500,127.87500,5025,3340
04/24/2014,14:00,127.90625,128.00000,127.84375,127.87500,7069,6186
04/24/2014,14:30,127.87500,128.03125,127.84375,127.96875,5891,4193
04/24/2014,15:00,127.96875,128.03125,127.93750,128.00000,2881,5600
04/24/2014,15:30,128.03125,128.03125,127.90625,128.03125,2036,3621
04/24/2014,16:00,128.03125,128.09375,128.00000,128.06250,2644,2725
04/24/2014,16:30,128.03125,128.15625,128.03125,128.09375,3034,1952
04/24/2014,17:00,128.09375,128.12500,128.06250,128.12500,1515,1378
04/24/2014,18:30,128.12500,128.15625,128.09375,128.15625,169,52
04/24/2014,19:00,128.12500,128.15625,128.12500,128.15625,5,3
04/24/2014,19:30,128.15625,128.15625,128.09375,128.09375,37,241
04/24/2014,20:00,128.09375,128.12500,128.06250,128.09375,10,118
04/24/2014,20:30,128.09375,128.15625,128.06250,128.15625,221,90
04/24/2014,21:00,128.15625,128.18750,128.12500,128.12500,265,563
04/24/2014,21:30,128.12500,128.12500,128.03125,128.06250,213,352
04/24/2014,22:00,128.06250,128.09375,128.06250,128.09375,220,6
04/24/2014,22:30,128.09375,128.15625,128.06250,128.12500,352,420
04/24/2014,23:00,128.09375,128.15625,128.09375,128.15625,339,13
04/24/2014,23:30,128.12500,128.15625,128.12500,128.12500,13,23
04/25/2014,00:00,128.12500,128.15625,128.12500,128.15625,2,146
04/25/2014,00:30,128.12500,128.18750,128.12500,128.15625,192,252
04/25/2014,01:00,128.15625,128.18750,128.15625,128.18750,91,397
04/25/2014,01:30,128.18750,128.25000,128.18750,128.21875,1150,131
04/25/2014,02:00,128.21875,128.25000,128.18750,128.18750,262,240
04/25/2014,02:30,128.18750,128.25000,128.15625,128.25000,922,713
04/25/2014,03:00,128.28125,128.34375,128.25000,128.34375,1453,554
04/25/2014,03:30,128.31250,128.34375,128.18750,128.25000,1405,2102
04/25/2014,04:00,128.25000,128.25000,128.18750,128.25000,382,986
04/25/2014,04:30,128.25000,128.31250,128.25000,128.31250,904,476
04/25/2014,05:00,128.31250,128.31250,128.18750,128.28125,788,1356
04/25/2014,05:30,128.28125,128.40625,128.25000,128.37500,1687,568
04/25/2014,06:00,128.37500,128.37500,128.31250,128.34375,812,991
04/25/2014,06:30,128.31250,128.37500,128.28125,128.31250,689,1209
04/25/2014,07:00,128.34375,128.46875,128.34375,128.37500,1872,2316
04/25/2014,07:30,128.40625,128.46875,128.37500,128.43750,1702,1997
04/25/2014,08:00,128.43750,128.43750,128.28125,128.34375,701,4942
04/25/2014,08:30,128.34375,128.46875,128.28125,128.37500,5180,3970
04/25/2014,09:00,128.37500,128.46875,128.18750,128.21875,6864,6797
04/25/2014,09:30,128.18750,128.37500,128.18750,128.34375,5064,7278
04/25/2014,10:00,128.31250,128.50000,128.31250,128.46875,10219,15881
04/25/2014,10:30,128.46875,128.50000,128.34375,128.40625,9341,9944
04/25/2014,11:00,128.40625,128.59375,128.40625,128.56250,7013,14052
04/25/2014,11:30,128.56250,128.75000,128.53125,128.53125,13642,14456
04/25/2014,12:00,128.53125,128.62500,128.50000,128.56250,9271,5653
04/25/2014,12:30,128.56250,128.59375,128.46875,128.50000,8844,7402
04/25/2014,13:00,128.50000,128.53125,128.43750,128.50000,4962,1632
04/25/2014,13:30,128.50000,128.53125,128.43750,128.46875,2971,6323
04/25/2014,14:00,128.46875,128.53125,128.37500,128.46875,2581,4202
04/25/2014,14:30,128.46875,128.53125,128.40625,128.50000,3059,9222
04/25/2014,15:00,128.53125,128.53125,128.37500,128.43750,2943,5633
04/25/2014,15:30,128.43750,128.43750,128.31250,128.34375,4013,6148
04/25/2014,16:00,128.34375,128.37500,128.31250,128.31250,1667,2109
04/25/2014,16:30,128.31250,128.40625,128.31250,128.37500,1754,1507
04/25/2014,17:00,128.37500,128.43750,128.37500,128.37500,1272,1040
04/27/2014,18:30,128.34375,128.40625,128.31250,128.34375,226,642
04/27/2014,19:00,128.37500,128.37500,128.34375,128.34375,5,67
04/27/2014,19:30,128.37500,128.37500,128.31250,128.31250,39,73
04/27/2014,20:00,128.31250,128.31250,128.28125,128.31250,5,275
04/27/2014,20:30,128.28125,128.31250,128.15625,128.21875,571,1185
04/27/2014,21:00,128.21875,128.25000,128.18750,128.25000,648,21
04/27/2014,21:30,128.25000,128.25000,128.18750,128.21875,29,467
04/27/2014,22:00,128.21875,128.21875,128.18750,128.18750,52,24
04/27/2014,22:30,128.18750,128.21875,128.18750,128.21875,174,5
04/27/2014,23:00,128.25000,128.25000,128.21875,128.21875,13,131
04/27/2014,23:30,128.21875,128.21875,128.21875,128.21875,0,52
04/28/2014,00:00,128.21875,128.21875,128.18750,128.21875,3,61
04/28/2014,00:30,128.18750,128.25000,128.18750,128.21875,51,134
04/28/2014,01:00,128.18750,128.25000,128.18750,128.25000,85,2
04/28/2014,01:30,128.21875,128.21875,128.15625,128.18750,233,894
04/28/2014,02:00,128.21875,128.21875,128.18750,128.18750,13,302
04/28/2014,02:30,128.18750,128.25000,128.18750,128.25000,441,414
04/28/2014,03:00,128.21875,128.31250,128.21875,128.31250,659,365
04/28/2014,03:30,128.28125,128.34375,128.25000,128.34375,778,654
04/28/2014,04:00,128.34375,128.34375,128.21875,128.25000,53,2150
